track_name,artist,album,year
bSpoken Word / Ogdens Nut Gone Flake / Spoken Word,Small Faces,bOgdens Nut Gone Flake,1968
One Year_ Six Months,Yellowcard,Ocean Avenue,2003
Song For Stephin Merritt,Kira,The Rail Train_ The Meadow_ The Freeway & The Shadows,1971
Cai dentro,Gabriel Grossi,Diz que fui por a\xc3\xad,1931
My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,Three Great Concerts - Live In Hamburg 1993-1995,1996
Mis calles de arena,Fabi\xc3\xa1n,Espera a la Primavera,1943
bKathleens Song / Ray Lynch,Ray Lynch,Deep Breakfast,1984
Trows Kind,Elvenking,The Winter Wake,2006
Change Clothes,Jay-Z,R&B Love Collection Summer 2009,2003
Ascendant,Keep Of Kalessin,Kolossus,2008
Smith & Wesson,Frenchy,Bumps & Grinds,2005
Bring Out Your Dead,Cadacross,Corona Borealis,2002
Vietnamese Baby,The New York Dolls,Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,1973
Angry Chair,Alice In Chains,Live,1992
Nadal De Luintra,Berrog\xc3\xbcetto,Cantigas De Nadal,2000
Que Ves Por Tu Ventana,David Saylor,Un Trozo de Mi,1967
Talking During Sex (LP Version),Martin Lawrence,bLive Talkin Sh--,1935
The Modern Rome Burning,Anti-Flag,The Bright Lights Of America,2008
Spawn (Again),Silverchair,Freak Show/Neon Ballroom,1933
Life is Love,NO-TONE ft.Inusa,Life is Love,2007
Prospection,Henri Pousseur,Electronic experimental and microtonal 1953-1999,1990
Neglected,Marygold,bTurned Left But Dont Know If It Was Right,1941
Chase The Light,Dope Stars Inc.,Make A Star,2006
Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),Bobby Darin,Live From Las Vegas,1932
Good Texan,The Vaughan Brothers,Family Style,1990
Dontchaletmecatchya,The Wiyos,Broken Land Bell,1985
Soul of Ethiopia,Oh No,Dr. No\x19s Ethiopium,2009
Louie Louie,Eddie and the Subtitles,Fuck You Eddie!,1930
bThis Aint A Love Song,Bon Jovi,These Days- Special Edition,1995
A.C.A.B. (Bumper Sessions),4 Skins,Singles And Rarities,2005
Tenderly,Eddie Calvert,Memories Of You,1977
Copacabana,Sivuca,Samba Nouvelle Vague,1968
No Good In Goodbye,Jason Michael Carroll,bWaitin In The Country,2007
NOT IN LOVE,The Scare,Chivalry,1943
Are You There (With Another Girl),Burt Bacharach,Reach Out,1967
The Stranger,James Horner,The Missing,2003
Nan\xc3\xa3,Mario Telles,Mario Telles,1962
Intro,The Chi-Lites,Greatest Hits Live,1989
bTappin Out (LP Version),The Katies,The Katies,1950
I Wanna Be Where You Are,Michael Jackson,Hello World - The Motown Solo Collection,1972
bRemember (Walkin In the Sand),The Shangri-Las,100 Love Evergreen,1964
bDirty Ol Town,The Wicklows,bCountry n Irish - 20 All Time Favourites,1996
Night on William Street,DJ Godfather,Live in Australia,1978
Epilogue,Arkona,Lepta,1988
Do Or Die,Coolio Da Unda Dogg,bCognito Presents Thats My Mic,1960
Hey Jamalo ((Def Mix)),Bally Sagoo,Ragga Muffin Mix 1991,1992
Someday,Mariah Carey,Mariah Carey Mtv Unplugged Ep,1990
Earrings on the Table,Walter Trout,Live,1992
Imaginary Gangsters,Big Rich featuring J. Stalin_ Aristotle,Demolition Men Present: Block Tested Hood Approved,1989
Never After,Abbott & Chambers,Never After,2006
Pr\xc3\xa4natalabh\xc3\xa4rtung,Django As\xc3\xbcl,Hardliner,2004
Today,Electrostatic,Awake Alone,1949
Give It,Helmet,Unsung: The Best Of Helmet 1991-1997,1992
Vem_ Vem,Quinteto Violado,Canta Geraldo Vandr\xc3\xa9,1977
Radiation Blues,Dax Riggs,We Sing of Only Blood or Love,2007
Ai Hen Jian Dan,Edmond Leung,Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui,1961
b(We Dont Need This) Fascist Groove Thang (Rapino Club Mix),Heaven 17,The Remix Collection,2009
Would You Like,Mr Lab!,Post Industrial Ceremony,2008
Vibrators,George Lopez,Tall_ Dark & Chicano,2009
Quitxalla,Gertrudis,Teta,2003
bTant Que Lon Saimera,Charles Aznavour,bCest \xc3\x87a,1989
Tamborera No. 6,Gran Coquivacoa,Gaiton N\xc2\xb05,1943
Bad Girl,Alice Stuart,All The Good Times,1977
Das gro\xc3\x9fe Segel,Rainer Bielfeldt,Alles nur ein Traum,1996
bHelp Theres A Fire,Jason & The Scorchers,Fervor / Lost & Found,1983
Rock Guitar,Corderoy,Rock Guitar,1958
On Misty Pathways,Mithotyn,King of the Distant Forest,1998
Take Your Chance,Twenty 4 Seven,Best of,1959
Dumb It Down (Live From Chicago),Lupe Fiasco feat. GemStones and Graham Burris,Superstar,2007
Oh My People,Joi,One And One Is One,1982
Altas Horas,Entre R\xc3\xados,Onda,2005
Hold Me,DCX,Hold Me,2008
Chivalry,Usher featuring Jermaine Dupri,Here I Stand (Deluxe Version),1988
Proud mary,Creedence Clearwater Revisited,Recollection/Live,1998
Serenade valse,Marc Perrone,Voyages,1988
Nothing In Rambling,Memphis Minnie,Memphis Minnie Vol. 5 (1940-1941),1995
bPacs Break,Big Daddy Rick,Rough Electro,1955
Affaire Mokuwa,Kekele,Congo Life,2005
Following You Around (Album Version),Gail Davies,What Can I Say,1985
A Fiery Stride (Ltd. Edition Bonus),Elvenking,Wyrd,2004
My God Will Always Be Enough,Karen Peck And New River,The Best Of Karen Peck And New River,2000
Turn It Over (Album Version),Leslie Mendelson,Swan Feathers,2009
Japanese Lullaby,Claire Hamill,Love In The Afternoon,1953
Hoop of Flame (IV. Glimpse of a Chance),Mind Furniture,Hoop of Flame,1966
Son Los A\xc3\xb1os,Orquesta Sublime,Sabor A Cuba,1965
Denise,Chico Hamilton,Trio! Live @ Artpark,1948
Like It Like That,A Tribe Called Quest,The Best Of,1998
The Scenic Route,John Brown,Burbstrumentals_ Vol. 1,1954
Please Send Me Someone To Love,Percy Mayfield,The Birth of R&B,1950
Dear Ann,Jack Sheldon,Playing For Change,1965
New Day Rising,VHS Or Beta,The Melting Moon,2004
Horse Doctor_ Come Quick,Corb Lund,bLosin Lately Gambler,1946
Visions,The Mystic Moods Orchestra,Stormy Weekend,1934
Be My Lover,Alice Cooper,LIVE AT MONTREUX,1971
bBiancas Midnight Lullaby,Al Di Meola,Greatest Hits,1980
Morning Rain Music by Jorge Alfano,Paul Overman,10 Minutes to Relax: Peaceful Retreat,1946
Watermelon Man,Mongo Santamaria,Montreux Heat!,1963
The Blackest Years (CD only hidden track),The Distillers,The Distillers,2000
Seed Will Grow,Ms. Dynamite / Kymani Marley,A Little Deeper,2002
Raining Revolution (Live) (Unplugged),ARRESTED DEVELOPMENT,Unplugged,1993
Sept Coeurs,Line Renaud,Les Ann\xc3\xa9es Chansons,1971
El tuli-tuli,Gran Coquivacoa_ Neguito Borjas,Clasicos de oro del Gran Coquivacoa,1995
Kakou,Dobet Gnahor\xc3\xa9,Ano Neko,1997
Hablando A Un Cristal,Caf\xc3\xa9 Quijano,La Extraordinaria Paradoja Del Sonido Quijano,1999
Pray For Me (One Step Closer Album Version),Scott Wesley Brown,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,2009
bDont Let Me Come Home A Stranger (LP Version),Fernando Ortega,This Bright Hour,1997
bI Really Dont Want To Know (1990 Digital Remaster),Les Paul and Mary Ford,Best Of The Capitol Masters - 90th Birthday Edition,1987
bMan Dont Cry,Jimmy Witherspoon,Blue Spoon/Spoon In London,1991
Into Hiding,Amorphis,Tales From The Thousand Lakes,1994
Throw,bMr.De,Electrofunk Greatest Hits,2010
Primary,The Cure,Concert - The Cure Live,1981
When You Wish Upon A Star,Cliff Edwards/Disney Studio Chorus,Julie Andrews Selects Her Favourite Disney Songs,1991
I Stayed Long Enough,Tammy Wynette,The World Of Tammy Wynette,1968
Accept Crime (Album Version),Alexisonfire,Old Crows Young Cardinals,1979
bIll Never Find Another You,Sonny James,Capitol Collectors Series,1967
Ases\xc3\xadname,Charly Garc\xc3\xada,Rock And Roll Yo,2003
Send a Prayer,The Elders,Racing the Tide,1991
The Letters,Rachel Portman,The Sisterhood of the Traveling Pants 2,2008
American Dreams,Charlie Haden,American Dreams,2002
O Menino Desce O Morro,Walter Wanderley Trio,Hammond Bossa From Brasil (Jazz Club),1935
Rinaldo : Act 3 Or la tromba in suon festante [Rinaldo],Marilyn Horne,Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc,1945
Filumena Fabulosa,Marga Gomez,Hung Like A Fly,2008
Independent Girl (feat. Malki Singh),Apache Indian,Real People,1938
Those Were the Days,John Berry,Those Were the Days,2010
Devil In The Wood Pile,Noah Lewis,Harmonica Blues,2002
Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7,Vangelis,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey,1981
Going Home (Album Version),Crazy Horse,Scratchy: The Reprise Recordings [Includes Liner Notes],1962
We Started Together,bThe Sun Harbors Chorus-Documentary Recordings,Run to Cadence with the U.S. Navy,1988
Tu Cicatriz En Mi,Gustavo Cerati,Siempre Es Hoy/Reversiones,1934
Headsprung,LL Cool J,Headsprung,2004
Binaural Presentation - Kokoro. Pt. 5,Roger Reynolds,Process And Passion,1999
Korean Waterhole,BT,Stealth,2005
Together Alone,George Jones,Still The Same Ole Me,1984
Nadie Como Tu,Tito Allen,Salsa,1991
Snakebit,Kris Kristofferson,To The Bone,1960
bShes Left Me Again,The Del McCoury Band,The Family,1977
Baggage,L7,Hungry For Stink,1994
Once Upon A Time,Antonio Koudele,Kaleidoscope,1996
Trebraruna,Moonspell,Wolfheart (re-issue + Bonus Tracks),1948
Second Time Around,Rickie Lee Jones,Pop Pop,1991
Change You or Change Me (Amended Version),Fabolous,Street Dreams,2003
Abril en Portugal,Perez Prado_ His Orchestra,Doble Contenldo : Perez Prado,2003
Ni De Ti Wen,Vic Chou,Vic Chou 2001 - 2009 The Best Collection,1946
bWho Do You Think Youre Fooling,Hank Locklin,I Always Lose,1930
Jam Intro,Joe Bonamassa,A New Day Yesterday Live,1992
bWhos Tha Hoe?,X-Raided,Psycho Active,1938
Nada Mas,Mike Vax,Live On The Road,1956
Awaken - Lark Rise,Claire Hamill,Voices,1992
Running Through My Dreams,Marcus Miller,Original Album Classics,1962
White Sand,Alexandre Desplat,Afterwards,2001
bI Just Dont Know What To Do With Myself,The Dells,Standing Ovation - The Very Best Of The Dells,1947
Racine dix-neuvi\xc3\xa8me de huit-quarts,Henri Pousseur,Electronic experimental and microtonal 1953-1999,1956
Te Mentir\xc3\xada,Gian Marco,A Tiempo,1935
The Future Has Arrived,The All American Rejects,Meet The Robinsons Original Soundtrack (French Version),2007
Sodding About,The Who,Sell Out,2009
May The Good Lord Bless And Keep You,Jim Reeves,Christmas Songbook,2000
Sparkle,Camp Lo,Uptown Saturday Night,1997
Lingan,Atman,97 | 07,1997
Common Tear,Novika,Tricks Of Life,2006
Close Your Eyes,Atomic Rooster,Made In England,1972
Paradise,Sade,Lovers Live,1988
Mi Bomba,Kako,Kako,1959
When I Grow Up,Fever Ray,Live In Lulea,2009
Once I Had A Woman,Jimi Hendrix,Blues,1975
If You Should Walk Away,Chris Clark,The Motown Anthology,1967
I Hate to Be the One to Say,Gene Chandler,Constellation of Rhythm & Blues,1931
Caravane (Live 2006),Rapha\xc3\xabl,Une Nuit Au Ch\xc3\xa2telet,2007
Take Over,Parachute Band,Technicolor,1992
Elbow Macaroni (Skit),Tech N9ne,Killer,2008
Ich vermiss dich (Radio Mix),Jenney,Wohin dich die Sehnsucht f\xc3\xbchrt,1954
Torero,Blingtones,Sonneries Helium XXL,1935
Baila Baila \x13 Vent Remix,Deekline & Wizard,Back Up_ Coming Through Remixed,1983
Crazy Groove,Terje Lie,Urban Vacation,1952
As The Sleeper Awakes,Soilwork,Sworn To A Great Divide,2007
LEAVE!,V V Brown,LEAVE!,2009
The Fugitives,bBlindmans Sun,bBlindmans Sun,1956
You Are Allowed 20 Birthday Parties (Album),Patton Oswalt,Werewolves and Lollipops,2007
Liftoff,X-Raided,Bloc Bizniz,1951
La java bleue,B\xc3\xa9zu,B\xc3\xa9zu au bal musette,1932
Se un mio desir...Cedi al duo!,Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,Maria,2005
Missing You,Anthony Cruz,Down By The River,1936
Sounds So Good,Ashton Shepherd,Sounds So Good,2008
I Love Being Single (club extended mix),Anthony Watson,I Love Being Single,1944
Valentin Alsina,2 Minutos,Valentin Alsina,1955
Everywhere (Dream Album Version),Michelle Tumes,Very Best Of Michelle Tumes,1940
High Horse,Daniel Johnston,Is and Always Was,2009
Noche De Ronda,Nelson Ned,Selecao De Ouro Vol.2,1965
Find My Way (Album Version),P.O.D.,Payable On Death,1934
bI Didnt Know,Benny Spellman,Benny Spellman Selected Favorites,1997
Good Old Dancehall Vibes,Beres Hammond Feat. Jah Youth,Strictly The Best Vol. 31,1990
The Sound of C (Acapella),bConfettis,Greatest Hits,1950
The Barnyards Of Delgaty (Live),Tommy Makem;The Clancy Brothers,Hearty & Hellish,1979
All The Rage (Clean Album Version),Funeral For A Friend,Hours,2005
Lost In Space,Hatiras,Arrival,2001
Who Are You,3 Doors Down,3 Doors Down,2008
bTo Leave The Building In Order To See Whats Inside,Marygold,bTurned Left But Dont Know If It Was Right,1974
In The Void,Delta 9,No Regrets,1972
My Lady From South Of Detroit (LP Version),Cactus,Barely Contained - The Studio Sessions,2010
You (featuring Tank) (Amended Album Version),Plies featuring Tank,The Real Testament,2007
Picture Book,Ray Davies,The Kinks Choral Collection By Ray Davies and The Crouch End Festival Chorus,1991
Beautiful One,Terry Dexter,Listen,2008
Consumers (Album Version),45 Grave,Only The Good Die Young,1989
Fire,Diamond Rexx,Rexx Erected,1965
El Jamaiquino,Poncho Sanchez,El Mejor,1962
Britney,Bebo Norman,Bebo Norman,2008
Tongue,Butthole Surfers,Independent Worm Saloon,1993
How Do I Maintain Pt. II,Shout Out Out Out Out,Reintegration Time,2009
Quickstep,FSTZ,Rogue Limited 01,1952
Not Meant To Be Found,Alan Silvestri,Lara Croft Tomb Raider: Cradle Of Life,1953
bCant Buy A Miracle - Album Version,Randy Stonehill,bCant Buy A Miracle,1975
bIf Loving You Is Wrong I Dont Wanna Be Right,George Faith,Soulful,1996
Son Of A Bitch,Uriah Heep,bEasy Livin - The Singles As & Bs,2006
b\xc3\x80 larrach\xc3\xa9,Edgar Bori,Fous les canards,1950
Le Chant Du Tropeau (La Canci\xc3\xb3n Del Reba\xc3\xb1o) Vals Tirol\xc3\xa9s,Yvette Horner,Vintage World N\xc2\xba 16 - EPs Collectors Yvette Horner And His Accordion,1980
Going Home (Album Version),Marc Broussard,bWhen Its Good EP,1996
Down,Montrose,Inertia,2004
Three Nil (live) (Album Version),Slipknot,Vol. 3: The Subliminal Verses [Special Package],1944
SUPER RISTA,TRAM 11,BLACKOUT 00,2000
Ogni Silenzio,Petrol,Dal Fondo,1931
The Money Will Roll Right In,Mudhoney,Live At El Sol,1991
Sentimental Journey,Barbara Lusch,Surprisingly Good for You,2009
Someday You Will,John Wesley Ryles,Greatest Hits,1955
bBabys On Fire,Eno,Island Records Post Punk Box Set - Out Come The Freaks,1973
Mill Creek,Darden Smith,Circo,2004
Breathless,Lifer,Lifer,2001
Spotlight,Future Leaders of the World,LVL IV,2004
Put Some $ On It,Messy Marv & D.Z.,Messy Marv Presents: The Shooting Range,1977
Be & Flower,The Tall Grass,Look Out Clouds_ Here We Come,1970
bSweet Child O Mine (Alternate Mix),Green and Yellow,Rock Forever,1966
The Death Of Romance,Zeromancer,The Death Of Romance,2010
Reflections,David Arkenstone,Healing Waters,1943
bIve Been Missin You,Kenny G,G Force,1983
bChildrens Song No. 3,Renee Rosnes,Art & Soul,2000
Lotion (LP Version),Deftones,Around The Fur,1997
Going Out West,Jesse Malin,Love It To Life,2004
The Radio Saved My Life Tonight,Bon Jovi,Have A Nice Day,2004
Dhol Vajda,Tigerstyle,Extended Play,2005
bYou Cant Deep Freeze a Red Hot Mama,Sophie Tucker,Cabaret Days,1989
Saddam,Gregory Isaacs,The Mighty Morwells Presents Gregory Isaacs,1966
Let It Burn,Krayzie Bone,Thugline Boss (Clean),1978
K\xc3\xb6nig und K\xc3\xb6nigin,Paso Doble,Versunkener Schatz,2001
Beats are my Weapons,impulsonic,NEON,1997
Russian Easter Festival_ Overture_ Op.36,G\xc3\xb6teborgs Symfoniker / Neeme J\xc3\xa4rvi,Tchaikovsky: Overture 1812; Marche slave / Borodin: In the Steppes; Polovtsian Dances / Rimsky-Korsakov: Russian Easter; Capriccio,1936
pH4,Paul Glazby,Hostile / pH4,1955
(I Wanna) Play A Little While,J.B.Lenoir,I Feel So Good_ The 1951-54 J.O.B.Sessions,1992
Where Youth And Laughter Go,Broadcast,The Future Crayon,2000
Show Me - Splitloop Remix,Deekline & Wizard,Back Up_ Coming Through Remixed,2006
Break,SWAMI featuring Ishmael Morabe,EQUALIZE,2007
bYouve Got A Chance,The Jackson Southernaires,Hear Our Prayers O Lord,1947
What It Takes,Aerosmith,Aerosmith - Universal Masters Collection,1988
Feel In The House,The Tamperer,Feel It \x1909,1961
Dis_ Oh Dis (Everybody Loves A Lover),Line Renaud,Collection Disques Path\xc3\xa9,1967
Everything Ends (Live version) (Album Version),Slipknot,9.0 Live,1961
bOh Its You,Super Cat,Don Dada,1992
Breakdown [Live with Brett Dennen & Mason Jennings],Missy Higgins,Steer & More,1935
bNanea Kou Maka I Ka Lealea,Ray Kane,Punahele,1970
bLast Hopes Gone (LP Version ),The Paul Butterfield Blues Band,In My Own Dreams,1998
Federico,Mongo Santamaria Orchestra,Arriba!,1995
Das Geheimrezept,Larissa,Oh wei-wei-Weihnachten,1980
Tell Me Who,Big Maybelle,bIve Got A Feelin - Okeh & Savoy Recordings 1952-56,1995
Stay Loose,Belle & Sebastian,Dear Catastrophe Waitress,2003
Just An Expression,Bruce Katz Band,Crescent Crawl,1960
Whatever It Took,X-Raided,The Unforgiven_ V.1: ...In The Beginning,1949
Singing The Night,Daniel Kobialka,World On A String,1961
Cry Yourself To Sleep,War Babies,War Babies,1991
No Return (Album Version),Fastball,This Is Where I Belong: The Songs Of Ray Davies And The Kinks,1985
Tempestad,Ray Sandoval,A La Naturaleza,1943
Down Home,Nick Ingman,Bite Harder: The Music De Wolfe Studio Sampler_ Vol. 2,1973
There She Goes Again,R.E.M.,Murmur - Deluxe Edition,1983
Adios_ Mi Corazon,Herb Alpert And The Tijuana Brass,South Of The Border,1964
The Gal I Love,Washboard Sam,Washboard Sam Vol. 3 (1938),1937
5 4 3 2 1,Rob Mullins,Jazz Straight Ahead,2008
Natty Dread Up Town,The Twinkle Brothers,Rasta Pon Top,1937
bAubade DOiseau,Andr\xc3\xa9 Verchuren,Les Increvable N2,1958
Into The Groove,Madonna,Celebration,1985
St. Louis Blues (24-Bit Digitally Remastered 99),Peggy Lee,Blues Cross Country,1983
Impromptu,Johnny Keating & All Stars,Ultraviolet,1984
bDont Go (Produced by Frequency),Wordsworth feat. Adanita Ross,Mirror Music,2004
Family Tree,Naughty By Nature,Icons,2002
Myasorubka,Kruger,Zhivaya Stal`,2005
Think That Love Was In Your Heart,Glen Ricks,Fall In Love,1932
Profecias,Vox Dei,La Biblia,1971
Headlines,John Fogerty,Eye Of The Zombie,1986
The Mojo,J.B. Lenoir,The Very Best Of,2001
Red,Zebra,Strictly The Best Vol. 23,1999
Rytmikone,J. Karjalainen & Mustat Lasit,Tunnuss\xc3\xa4vel,1960
Dans Ces Villes,Julie Zenatti,Comme Vous,2004
Ahead By A Century,The Tragically Hip,90s Rock Gold,1996
bGirl Youre So Together,Michael Jackson,The Motown Years 50,1984
Introduction (Album Version),Fort Minor,The Rising Tied,2005
Satan Kingsize,Elena,Porelamordedios,1981
Mind Control,Stephen Marley,Mind Control,2005
So Damn High (Will Eastman Club Edit),Ruby Isle,Night Shot - The Remixes,1953
Hawaiian Wedding Song,The King Sisters,Aloha,1967
Time On My Hands (You In My Arms),Ray Conniff;Billy Butterfield,CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF,1930
River Run,Michael Gettel,Places In Time,1992
bShes Got Me Singing [Bonus Track],Billy Butler,Sugar Candy Lady,1988
Ride Wit Me,T-Bone,The Last Street Preacha,2001
Standing On My Own,Agnostic Front,Dead Yuppies,2001
Let It Go,Kirk Franklin with tobyMac & Sonny (of P.O.D.),Hero,2002
Assouf,Tinariwen,Aman Iman: Water Is Life,2007
bMake That Money (Scrooges Song) (Album Version),Alice Cooper,Zipper Catches Skin,1982
Les Rats,Ramses,Dans Ma Radio,1984
Esquilo n\xc3\xa3o samba,M\xc3\xb3veis Coloniais de Acaju,Idem,2005
Vida,Andy Andy,Tu Me Haces Falta,1970
Reason,Novembre,Materia,2006
Live At Fabbricaeuropa_ Florence 1,Symbiosis Orchestra,Live Journeys,2005
bGet Picked Up (Niyi Cant Mix Version 1),Crazy Girl,Get Picked Up,1975
Argument,Luciana Souza,The Poems of Elizabeth Bishop and Other Songs,1989
Viola Lee,Jim Kweskin_ The Jug Band,See Reverse Side For The Title,1952
Do Re Mi,Percy Faith,The Sound Of Music,2005
Standing Outside of Heaven,Jimmy Wakely,1942-1952 Jimmy Wakely,2007
Blink Of An Eye (Alternative),Berlin,Voyeur,2002
Travel Writer,California Oranges,Imperial Hearts,1951
Cami\xc3\xb1o De Santiago,Carlos Nu\xc3\xb1ez,Carlos Nunez En Concert,2004
Hawa\xc3\xaf,Java,Java Sur Seine,1951
bSleepy F%#&in D,Sleepy D,bSleepy F%#&in D,1997
Teach Me Tonight (Album Version),Eddie Cano,Here is Fabulous Eddie Cano,1994
Out In The Woods,Leon Russell,Retrospective,1976
Hungry People,Otis Taylor,White African,2001
Krazy In Luv,Beyonc\xc3\xa9,Crazy In Love,2003
